               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 320,            0.019384,            0.010268,            0.013402,             0.79194,             0.75239,             0.82207,             0.66885,            0.010998,           0.0028835,             0.01294,           0.0021048,           0.0021048,           0.0021048
                 321,            0.018598,            0.010022,            0.012572,             0.72832,             0.82049,             0.83298,             0.67414,            0.010943,           0.0028532,            0.012054,             0.00208,             0.00208,             0.00208
                 322,            0.019304,           0.0099066,            0.012702,             0.73444,             0.82306,             0.82533,             0.67249,            0.010948,           0.0028507,            0.012322,           0.0020553,           0.0020553,           0.0020553
                 323,            0.018727,            0.009892,            0.011734,             0.73256,             0.81122,             0.83571,               0.678,            0.010908,           0.0028781,            0.012438,           0.0020305,           0.0020305,           0.0020305
                 324,            0.020112,            0.010092,            0.012263,             0.72283,             0.80745,             0.83658,             0.67767,             0.01082,           0.0028586,            0.012332,           0.0020058,           0.0020058,           0.0020058
                 325,            0.018955,           0.0098628,             0.01127,             0.75836,             0.79273,             0.83023,             0.67359,            0.010865,           0.0028855,            0.011497,            0.001981,            0.001981,            0.001981
                 326,            0.019436,           0.0099464,            0.012572,             0.73253,             0.83748,             0.82447,             0.66459,            0.010659,           0.0028616,            0.011226,           0.0019563,           0.0019563,           0.0019563
                 327,            0.018124,            0.010066,            0.010773,              0.7858,             0.76978,             0.82646,             0.67083,            0.010422,           0.0028234,             0.01125,           0.0019315,           0.0019315,           0.0019315
                 328,            0.019188,           0.0099703,            0.012076,             0.73496,             0.82775,             0.82544,             0.67616,            0.010353,           0.0027802,            0.011071,           0.0019068,           0.0019068,           0.0019068
                 329,            0.018014,           0.0094354,            0.012991,              0.7239,             0.84082,             0.81055,             0.66952,             0.01041,           0.0027943,            0.011826,            0.001882,            0.001882,            0.001882
                 330,            0.018182,            0.009474,            0.012426,             0.77605,             0.77833,             0.81355,             0.66651,            0.010558,           0.0028202,            0.011189,           0.0018572,           0.0018572,           0.0018572
                 331,            0.018717,           0.0095782,            0.010798,             0.73619,             0.83394,             0.81212,             0.65714,            0.010762,           0.0028632,            0.010964,           0.0018325,           0.0018325,           0.0018325
                 332,            0.019143,           0.0097921,            0.013432,             0.72866,             0.84829,             0.81071,             0.66002,            0.010762,           0.0028161,            0.011258,           0.0018077,           0.0018077,           0.0018077
                 333,            0.019196,           0.0097807,            0.011636,             0.73745,             0.83522,              0.8125,             0.66179,            0.010837,           0.0027984,            0.012329,            0.001783,            0.001783,            0.001783
                 334,            0.018368,            0.009644,            0.010832,             0.73947,             0.82444,             0.81473,             0.66453,            0.010723,           0.0028192,            0.012532,           0.0017582,           0.0017582,           0.0017582
                 335,            0.018688,           0.0096517,            0.011644,             0.73974,             0.80819,             0.83034,             0.67659,            0.010402,           0.0028148,            0.011683,           0.0017335,           0.0017335,           0.0017335
                 336,            0.019051,           0.0096971,            0.012329,             0.68755,             0.88355,             0.83312,             0.68035,            0.010234,           0.0027807,            0.011195,           0.0017087,           0.0017087,           0.0017087
                 337,            0.018769,           0.0098632,            0.012633,             0.71576,             0.84531,             0.82225,             0.67531,            0.010329,           0.0028106,            0.011562,            0.001684,            0.001684,            0.001684
                 338,            0.019596,            0.010022,            0.013109,             0.72486,             0.83006,             0.81385,             0.66998,            0.010385,           0.0027958,            0.012004,           0.0016592,           0.0016592,           0.0016592
                 339,            0.018557,           0.0099014,             0.01141,              0.7395,             0.82854,             0.81719,             0.66981,            0.010539,           0.0027895,            0.012456,           0.0016345,           0.0016345,           0.0016345
                 340,            0.018059,           0.0099827,            0.010804,             0.73202,             0.83147,             0.82657,             0.68016,            0.010514,           0.0027902,            0.012443,           0.0016097,           0.0016097,           0.0016097
                 341,            0.018685,           0.0097272,            0.010688,             0.78958,             0.77793,             0.82389,             0.68166,             0.01042,           0.0027638,            0.011682,            0.001585,            0.001585,            0.001585
                 342,            0.018551,            0.009702,            0.011092,             0.81206,             0.76266,             0.82501,             0.68411,            0.010397,           0.0027755,            0.011585,           0.0015602,           0.0015602,           0.0015602
                 343,            0.019139,           0.0092647,            0.011019,             0.73408,              0.8293,             0.81647,             0.67798,            0.010318,           0.0027489,            0.011866,           0.0015355,           0.0015355,           0.0015355
                 344,            0.018529,           0.0098564,            0.011056,              0.7435,              0.8265,             0.81792,             0.67548,            0.010482,           0.0027202,            0.012089,           0.0015107,           0.0015107,           0.0015107
                 345,             0.01876,            0.010039,            0.010889,             0.75123,              0.8202,             0.81473,             0.67143,            0.010511,           0.0027034,             0.01258,            0.001486,            0.001486,            0.001486
                 346,            0.017647,           0.0097038,            0.010895,             0.75905,             0.80247,             0.81549,             0.67441,            0.010508,           0.0027077,            0.012786,           0.0014612,           0.0014612,           0.0014612
                 347,            0.018541,           0.0096337,            0.011562,             0.75069,             0.80532,             0.81789,             0.68491,            0.010217,           0.0026491,            0.012452,           0.0014365,           0.0014365,           0.0014365
                 348,            0.017993,           0.0096777,            0.010418,             0.78036,             0.76659,             0.81666,             0.68331,             0.01013,           0.0026509,            0.012182,           0.0014117,           0.0014117,           0.0014117
                 349,            0.018451,           0.0098448,            0.012184,             0.74086,             0.81612,             0.82703,             0.68435,            0.010247,           0.0026746,            0.012523,            0.001387,            0.001387,            0.001387
                 350,            0.018477,           0.0095126,            0.010105,             0.77278,             0.79005,              0.8208,              0.6825,            0.010398,           0.0026682,            0.012699,           0.0013622,           0.0013622,           0.0013622
                 351,            0.018281,           0.0099502,            0.010896,             0.77221,             0.79582,             0.82209,             0.68108,            0.010389,             0.00267,            0.012793,           0.0013375,           0.0013375,           0.0013375
                 352,             0.01711,           0.0094725,           0.0099039,              0.8224,             0.75559,             0.82606,              0.6876,            0.010148,           0.0026549,            0.012722,           0.0013128,           0.0013128,           0.0013128
                 353,            0.018419,           0.0096894,            0.011445,             0.71781,             0.84004,              0.8173,             0.68103,            0.010182,           0.0026839,            0.012388,            0.001288,            0.001288,            0.001288
                 354,            0.018549,           0.0095879,            0.010218,             0.72956,             0.83333,             0.81517,             0.67948,            0.010326,           0.0027239,            0.012638,           0.0012633,           0.0012633,           0.0012633
                 355,            0.017892,           0.0098247,            0.010959,             0.72542,             0.83424,             0.81626,             0.68665,            0.010377,           0.0026905,            0.012647,           0.0012385,           0.0012385,           0.0012385
                 356,            0.017367,           0.0095623,           0.0095632,              0.7206,             0.83715,              0.8189,             0.68532,            0.010365,           0.0027194,            0.012404,           0.0012138,           0.0012138,           0.0012138
                 357,            0.017772,           0.0095951,            0.010565,             0.72904,             0.83478,             0.82064,             0.68371,            0.010327,           0.0027003,             0.01289,            0.001189,            0.001189,            0.001189
                 358,            0.017901,           0.0097253,            0.011567,             0.72472,             0.82737,             0.82091,             0.68601,            0.010257,            0.002685,            0.013096,           0.0011643,           0.0011643,           0.0011643
                 359,             0.01797,           0.0094143,            0.011376,             0.73354,             0.82694,             0.82203,             0.68945,            0.010118,           0.0026772,            0.012595,           0.0011395,           0.0011395,           0.0011395
                 360,            0.017998,           0.0091556,           0.0093857,             0.73205,             0.84021,             0.82285,             0.69015,            0.010086,           0.0026863,            0.012042,           0.0011148,           0.0011148,           0.0011148
                 361,            0.018391,           0.0099821,            0.011772,             0.80845,             0.76567,             0.82007,             0.68696,             0.01025,           0.0026919,            0.012293,             0.00109,             0.00109,             0.00109
                 362,             0.01767,           0.0096977,            0.010795,             0.75774,             0.82368,              0.8184,             0.68197,            0.010314,           0.0027162,            0.012201,           0.0010653,           0.0010653,           0.0010653
                 363,             0.01769,           0.0098035,            0.010149,             0.76056,             0.82988,             0.81568,             0.67946,            0.010314,            0.002711,            0.012359,           0.0010405,           0.0010405,           0.0010405
                 364,            0.017478,           0.0091642,            0.011087,             0.75653,             0.83194,             0.80995,             0.67677,            0.010377,           0.0027362,            0.012813,           0.0010158,           0.0010158,           0.0010158
                 365,            0.017095,           0.0092346,           0.0098576,             0.74916,             0.83114,             0.81134,             0.68024,            0.010312,           0.0027401,            0.012989,            0.000991,            0.000991,            0.000991
                 366,            0.018382,           0.0095887,            0.011292,             0.76151,             0.82298,             0.81305,             0.68231,            0.010191,           0.0027089,            0.012973,          0.00096625,          0.00096625,          0.00096625
                 367,             0.01831,           0.0096857,            0.011129,             0.76011,             0.81127,             0.82598,             0.69257,            0.010324,           0.0026914,            0.013554,           0.0009415,           0.0009415,           0.0009415
                 368,            0.017947,           0.0091753,           0.0093415,             0.77054,             0.79493,             0.82688,             0.69352,            0.010375,           0.0026849,            0.013388,          0.00091675,          0.00091675,          0.00091675
                 369,            0.017928,           0.0095694,            0.011206,              0.7566,             0.81637,             0.83085,             0.69317,            0.010364,           0.0026888,            0.012836,            0.000892,            0.000892,            0.000892
                 370,             0.01775,             0.00924,            0.010402,             0.81755,             0.76685,             0.83206,             0.69547,            0.010343,           0.0026799,            0.012656,          0.00086725,          0.00086725,          0.00086725
                 371,            0.016856,           0.0093857,           0.0098333,             0.75047,             0.81832,             0.83133,             0.69922,            0.010256,           0.0026774,            0.012921,           0.0008425,           0.0008425,           0.0008425
                 372,            0.018442,           0.0095862,           0.0095378,             0.73938,             0.83754,             0.82859,             0.70171,            0.010144,           0.0026537,            0.013294,          0.00081775,          0.00081775,          0.00081775
                 373,            0.016621,           0.0088689,           0.0090192,             0.74656,             0.83671,             0.83093,             0.70608,            0.010115,           0.0026502,            0.013394,            0.000793,            0.000793,            0.000793
                 374,            0.017224,           0.0093982,           0.0095845,             0.74614,             0.84294,             0.83188,             0.70422,            0.010115,           0.0026569,            0.013043,          0.00076825,          0.00076825,          0.00076825
                 375,            0.016824,           0.0092807,              0.0103,             0.75247,             0.84054,             0.83292,             0.70739,            0.010099,           0.0026419,            0.012887,           0.0007435,           0.0007435,           0.0007435
                 376,            0.017242,           0.0088755,           0.0095356,              0.7517,             0.82837,             0.83087,             0.70241,            0.010071,           0.0026492,            0.013019,          0.00071875,          0.00071875,          0.00071875
                 377,            0.018165,           0.0090918,           0.0091153,             0.74413,             0.83787,             0.81845,             0.69503,            0.010088,           0.0026568,            0.013102,            0.000694,            0.000694,            0.000694
                 378,            0.017015,           0.0092466,            0.011859,             0.75584,             0.82354,             0.81842,             0.69444,            0.010041,           0.0026607,            0.013338,          0.00066925,          0.00066925,          0.00066925
                 379,            0.017195,           0.0095572,           0.0098352,             0.75326,              0.8276,             0.81633,             0.69587,            0.010015,           0.0026568,            0.013529,           0.0006445,           0.0006445,           0.0006445
                 380,            0.016662,           0.0089737,           0.0098545,             0.75474,             0.83803,             0.81796,              0.6952,            0.010121,           0.0026661,            0.013616,          0.00061975,          0.00061975,          0.00061975
                 381,            0.017127,           0.0093429,            0.011257,             0.75321,             0.83883,             0.81881,              0.6946,            0.010074,            0.002662,            0.013199,            0.000595,            0.000595,            0.000595
                 382,            0.016823,           0.0089927,           0.0095442,             0.75268,             0.83251,             0.82125,             0.69568,           0.0099708,           0.0026461,            0.012787,          0.00057025,          0.00057025,          0.00057025
                 383,            0.016981,           0.0089731,           0.0098484,              0.7453,             0.84071,             0.81898,             0.69326,           0.0099876,            0.002653,            0.012646,           0.0005455,           0.0005455,           0.0005455
                 384,            0.017051,           0.0095982,            0.010061,              0.7408,             0.84139,             0.81755,             0.69198,           0.0099855,           0.0026419,            0.012762,          0.00052075,          0.00052075,          0.00052075
                 385,            0.017003,           0.0088786,            0.011909,             0.73224,             0.84444,             0.81798,              0.6928,           0.0099843,           0.0026348,            0.012942,            0.000496,            0.000496,            0.000496
                 386,            0.016985,           0.0088161,           0.0094314,             0.74244,             0.83401,             0.81562,             0.69189,            0.010015,           0.0026416,            0.012998,          0.00047125,          0.00047125,          0.00047125
                 387,            0.016949,           0.0089793,            0.010308,             0.73932,             0.83481,             0.81541,             0.68926,             0.01002,           0.0026382,            0.013146,           0.0004465,           0.0004465,           0.0004465
                 388,             0.01751,           0.0090697,           0.0098069,             0.80172,             0.77435,              0.8179,             0.69161,            0.010004,            0.002629,            0.013117,          0.00042175,          0.00042175,          0.00042175
                 389,            0.017549,           0.0092098,            0.010505,             0.80169,             0.77197,             0.82002,             0.69772,            0.010024,           0.0026259,            0.013137,            0.000397,            0.000397,            0.000397
                 390,            0.016589,           0.0095412,           0.0090613,             0.80503,             0.77422,             0.81943,             0.69571,           0.0099784,           0.0026304,            0.013046,          0.00037225,          0.00037225,          0.00037225
                 391,            0.017337,           0.0089625,           0.0098716,             0.79282,             0.78256,              0.8193,             0.69607,           0.0099031,           0.0026195,            0.013092,           0.0003475,           0.0003475,           0.0003475
                 392,            0.017141,           0.0095524,           0.0087035,             0.73764,             0.83486,             0.81729,             0.69524,           0.0098667,           0.0026182,            0.013222,          0.00032275,          0.00032275,          0.00032275
                 393,             0.01697,           0.0092571,            0.010169,             0.79364,             0.77378,             0.81903,             0.69792,           0.0098729,           0.0026218,            0.013328,            0.000298,            0.000298,            0.000298
                 394,             0.01733,           0.0093984,           0.0095961,              0.7472,              0.8246,             0.81996,             0.69916,            0.009889,           0.0026281,            0.013432,          0.00027325,          0.00027325,          0.00027325
                 395,            0.016871,           0.0090739,           0.0097328,             0.74538,             0.82969,             0.81895,             0.69799,           0.0099215,           0.0026268,            0.013475,           0.0002485,           0.0002485,           0.0002485
                 396,            0.016148,           0.0089062,           0.0088097,             0.74717,             0.82889,             0.81678,             0.69797,           0.0099227,           0.0026316,            0.013575,          0.00022375,          0.00022375,          0.00022375
                 397,            0.016961,           0.0090497,           0.0097228,             0.74773,             0.82849,             0.81832,             0.69879,           0.0099393,           0.0026326,              0.0136,            0.000199,            0.000199,            0.000199
                 398,            0.017119,           0.0090409,            0.010345,             0.74757,             0.82932,              0.8184,             0.69805,           0.0099478,           0.0026295,              0.0136,          0.00017425,          0.00017425,          0.00017425
                 399,            0.017269,           0.0091231,           0.0095772,             0.74757,             0.82852,             0.81643,             0.69689,           0.0099311,           0.0026262,            0.013705,           0.0001495,           0.0001495,           0.0001495
